source_line	original	nomi_ru	nomi_uz	review_reason
4220	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 120МЛ (35/216_PIN)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 120 мл (35/216_PIN)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 120 ml (35/216_PIN)	unresolved_abbreviation
4221	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 120МЛ (35/231_BLU)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 120 мл (35/231_BLU)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 120 ml (35/231_BLU)	unresolved_abbreviation
4222	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 120МЛ (35/231_PIN)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 120 мл (35/231_PIN)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 120 ml (35/231_PIN)	unresolved_abbreviation
4223	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 120МЛ (35/233_BLU)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 120 мл (35/233_BLU)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 120 ml (35/233_BLU)	unresolved_abbreviation
4224	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 120МЛ (35/233_PIN)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 120 мл (35/233_PIN)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 120 ml (35/233_PIN)	unresolved_abbreviation
4225	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 240МЛ (35/217_BEI)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 240 мл (35/217_BEI)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 240 ml (35/217_BEI)	unresolved_abbreviation
4226	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 240МЛ (35/217_BLU)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 240 мл (35/217_BLU)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 240 ml (35/217_BLU)	unresolved_abbreviation
4227	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 0М+ 240МЛ (35/217_PIN)	Бутылочка Д/кормл CANPOL BABIES Антиколик 0М+ 240 мл (35/217_PIN)	Butilka D/korml CANPOL BABIES Antikolik 0M+ 240 ml (35/217_PIN)	unresolved_abbreviation
4228	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 3М+ 240МЛ (35/232_BLU)	Бутылочка Д/кормл CANPOL BABIES Антиколик 3М+ 240 мл (35/232_BLU)	Butilka D/korml CANPOL BABIES Antikolik 3M+ 240 ml (35/232_BLU)	unresolved_abbreviation
4229	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 3М+ 240МЛ (35/232_PIN)	Бутылочка Д/кормл CANPOL BABIES Антиколик 3М+ 240 мл (35/232_PIN)	Butilka D/korml CANPOL BABIES Antikolik 3M+ 240 ml (35/232_PIN)	unresolved_abbreviation
4230	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 3М+ 240МЛ (35/234_BLU)	Бутылочка Д/кормл CANPOL BABIES Антиколик 3М+ 240 мл (35/234_BLU)	Butilka D/korml CANPOL BABIES Antikolik 3M+ 240 ml (35/234_BLU)	unresolved_abbreviation
4231	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES АНТИКОЛИК 3М+ 240МЛ (35/234_PIN)	Бутылочка Д/кормл CANPOL BABIES Антиколик 3М+ 240 мл (35/234_PIN)	Butilka D/korml CANPOL BABIES Antikolik 3M+ 240 ml (35/234_PIN)	unresolved_abbreviation
4232	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES ПЛАСТ С РИСУНКОМ 120МЛ (59/100)	Бутылочка Д/кормл CANPOL BABIES Пласт С Рисунком 120 мл (59/100)	Butilka D/korml CANPOL BABIES Plast S Risunkom 120 ml (59/100)	unresolved_abbreviation
4233	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES ПЛАСТ С РИСУНКОМ 120МЛ (59/300)	Бутылочка Д/кормл CANPOL BABIES Пласт С Рисунком 120 мл (59/300)	Butilka D/korml CANPOL BABIES Plast S Risunkom 120 ml (59/300)	unresolved_abbreviation
4234	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES ПЛАСТ С РИСУНКОМ 250МЛ (59/200)	Бутылочка Д/кормл CANPOL BABIES Пласт С Рисунком 250 мл (59/200)	Butilka D/korml CANPOL BABIES Plast S Risunkom 250 ml (59/200)	unresolved_abbreviation
4235	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES СТЕКЛ С РИСУНКОМ 120МЛ (42/202)	Бутылочка Д/кормл CANPOL BABIES Стекл С Рисунком 120 мл (42/202)	Butilka D/korml CANPOL BABIES Stekl S Risunkom 120 ml (42/202)	unresolved_abbreviation
4236	БУТЫЛОЧКА Д/КОРМЛ CANPOL BABIES СТЕКЛ С РИСУНКОМ 240МЛ (42/201)	Бутылочка Д/кормл CANPOL BABIES Стекл С Рисунком 240 мл (42/201)	Butilka D/korml CANPOL BABIES Stekl S Risunkom 240 ml (42/201)	unresolved_abbreviation
4237	БУТЫЛОЧКА Д/КОРМЛ CHIOCO С РУЧКАМИ 0M+ 180МЛ (№202)	Бутылочка Д/кормл CHIOCO С Ручками 0M+ 180 мл (№202)	Butilka D/korml CHIOCO S Ruchkami 0M+ 180 ml (№202)	unresolved_abbreviation
4238	БУТЫЛОЧКА Д/КОРМЛ CHIOCO С РУЧКАМИ 0M+ 300МЛ (№201)	Бутылочка Д/кормл CHIOCO С Ручками 0M+ 300 мл (№201)	Butilka D/korml CHIOCO S Ruchkami 0M+ 300 ml (№201)	unresolved_abbreviation
4239	БУТЫЛОЧКА Д/КОРМЛ FISH 150МЛ (C-312)	Бутылочка Д/кормл FISH 150 мл (C-312)	Butilka D/korml FISH 150 ml (C-312)	unresolved_abbreviation
4240	БУТЫЛОЧКА Д/КОРМЛ FISH 240МЛ (C-612)	Бутылочка Д/кормл FISH 240 мл (C-612)	Butilka D/korml FISH 240 ml (C-612)	unresolved_abbreviation
4241	БУТЫЛОЧКА Д/КОРМЛ FISH 60МЛ (8513)	Бутылочка Д/кормл FISH 60 мл (8513)	Butilka D/korml FISH 60 ml (8513)	unresolved_abbreviation
4242	БУТЫЛОЧКА Д/КОРМЛ FISH 60МЛ (А-361)	Бутылочка Д/кормл FISH 60 мл (А-361)	Butilka D/korml FISH 60 ml (A-361)	unresolved_abbreviation
4243	БУТЫЛОЧКА Д/КОРМЛ FISH 60МЛ (А-363)	Бутылочка Д/кормл FISH 60 мл (А-363)	Butilka D/korml FISH 60 ml (A-363)	unresolved_abbreviation
4244	БУТЫЛОЧКА Д/КОРМЛ FISH 60МЛ С ИГРУШКОЙ (А-363)	Бутылочка Д/кормл FISH 60 мл С Игрушкой (А-363)	Butilka D/korml FISH 60 ml S Igrushkoy (A-363)	unresolved_abbreviation
4245	БУТЫЛОЧКА Д/КОРМЛ KARAPUZ 125МЛ	Бутылочка Д/кормл KARAPUZ 125 мл	Butilka D/korml KARAPUZ 125 ml	unresolved_abbreviation
4246	БУТЫЛОЧКА Д/КОРМЛ KARAPUZ 250МЛ	Бутылочка Д/кормл KARAPUZ 250 мл	Butilka D/korml KARAPUZ 250 ml	unresolved_abbreviation
4247	БУТЫЛОЧКА Д/КОРМЛ MAMAJOO SILVER 150МЛ (MMJ1035)	Бутылочка Д/кормл MAMAJOO SILVER 150 мл (MMJ1035)	Butilka D/korml MAMAJOO SILVER 150 ml (MMJ1035)	unresolved_abbreviation
4248	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ 0М+ 60МЛ /ZR-017/	Бутылочка Д/кормл MINITREE Пласт 0М+ 60 мл /ZR-017/	Butilka D/korml MINITREE Plast 0M+ 60 ml /ZR-017/	unresolved_abbreviation
4249	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ 0М+ 60МЛ /ZR-018/	Бутылочка Д/кормл MINITREE Пласт 0М+ 60 мл /ZR-018/	Butilka D/korml MINITREE Plast 0M+ 60 ml /ZR-018/	unresolved_abbreviation
4250	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ 0М+ 60МЛ /ZR-037/	Бутылочка Д/кормл MINITREE Пласт 0М+ 60 мл /ZR-037/	Butilka D/korml MINITREE Plast 0M+ 60 ml /ZR-037/	unresolved_abbreviation
4251	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ 0М+ 60МЛ /ZR-038/	Бутылочка Д/кормл MINITREE Пласт 0М+ 60 мл /ZR-038/	Butilka D/korml MINITREE Plast 0M+ 60 ml /ZR-038/	unresolved_abbreviation
4252	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ 3М+ 120МЛ /ZR-008/	Бутылочка Д/кормл MINITREE Пласт 3М+ 120 мл /ZR-008/	Butilka D/korml MINITREE Plast 3M+ 120 ml /ZR-008/	unresolved_abbreviation
4253	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ 6М+ 240МЛ /ZR-006/	Бутылочка Д/кормл MINITREE Пласт 6М+ 240 мл /ZR-006/	Butilka D/korml MINITREE Plast 6M+ 240 ml /ZR-006/	unresolved_abbreviation
4254	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 3М+ 150МЛ /ZR-003S/	Бутылочка Д/кормл MINITREE Пласт С Ручками 3М+ 150 мл /ZR-003S/	Butilka D/korml MINITREE Plast S Ruchkami 3M+ 150 ml /ZR-003S/	unresolved_abbreviation
4255	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 3М+ 150МЛ /ZR-022Q/	Бутылочка Д/кормл MINITREE Пласт С Ручками 3М+ 150 мл /ZR-022Q/	Butilka D/korml MINITREE Plast S Ruchkami 3M+ 150 ml /ZR-022Q/	unresolved_abbreviation
4256	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 3М+ 150МЛ /ZR-611/	Бутылочка Д/кормл MINITREE Пласт С Ручками 3М+ 150 мл /ZR-611/	Butilka D/korml MINITREE Plast S Ruchkami 3M+ 150 ml /ZR-611/	unresolved_abbreviation
4257	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 3М+ 150МЛ /ZR-658/	Бутылочка Д/кормл MINITREE Пласт С Ручками 3М+ 150 мл /ZR-658/	Butilka D/korml MINITREE Plast S Ruchkami 3M+ 150 ml /ZR-658/	unresolved_abbreviation
4258	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 3М+ 150МЛ /ZR-665/	Бутылочка Д/кормл MINITREE Пласт С Ручками 3М+ 150 мл /ZR-665/	Butilka D/korml MINITREE Plast S Ruchkami 3M+ 150 ml /ZR-665/	unresolved_abbreviation
4259	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 3М+ 210МЛ /ZR-147QH/	Бутылочка Д/кормл MINITREE Пласт С Ручками 3М+ 210 мл /ZR-147QH/	Butilka D/korml MINITREE Plast S Ruchkami 3M+ 210 ml /ZR-147QH/	unresolved_abbreviation
4260	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 3М+ 210МЛ /ZR-233Q/	Бутылочка Д/кормл MINITREE Пласт С Ручками 3М+ 210 мл /ZR-233Q/	Butilka D/korml MINITREE Plast S Ruchkami 3M+ 210 ml /ZR-233Q/	unresolved_abbreviation
4261	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 6М+ 240МЛ /ZR-021Q/	Бутылочка Д/кормл MINITREE Пласт С Ручками 6М+ 240 мл /ZR-021Q/	Butilka D/korml MINITREE Plast S Ruchkami 6M+ 240 ml /ZR-021Q/	unresolved_abbreviation
4262	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 6М+ 270МЛ /ZR-610/	Бутылочка Д/кормл MINITREE Пласт С Ручками 6М+ 270 мл /ZR-610/	Butilka D/korml MINITREE Plast S Ruchkami 6M+ 270 ml /ZR-610/	unresolved_abbreviation
4263	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 6М+ 270МЛ /ZR-659/	Бутылочка Д/кормл MINITREE Пласт С Ручками 6М+ 270 мл /ZR-659/	Butilka D/korml MINITREE Plast S Ruchkami 6M+ 270 ml /ZR-659/	unresolved_abbreviation
4264	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 6М+ 270МЛ /ZR-664/	Бутылочка Д/кормл MINITREE Пласт С Ручками 6М+ 270 мл /ZR-664/	Butilka D/korml MINITREE Plast S Ruchkami 6M+ 270 ml /ZR-664/	unresolved_abbreviation
4265	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 6М+ 300МЛ /ZR-232Q/	Бутылочка Д/кормл MINITREE Пласт С Ручками 6М+ 300 мл /ZR-232Q/	Butilka D/korml MINITREE Plast S Ruchkami 6M+ 300 ml /ZR-232Q/	unresolved_abbreviation
4266	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ 6М+ 330МЛ /ZR-146QH/	Бутылочка Д/кормл MINITREE Пласт С Ручками 6М+ 330 мл /ZR-146QH/	Butilka D/korml MINITREE Plast S Ruchkami 6M+ 330 ml /ZR-146QH/	unresolved_abbreviation
4267	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ И ИГРУШКАМИ 3М+ 150МЛ /ZR-020F/	Бутылочка Д/кормл MINITREE Пласт С Ручками И Игрушками 3М+ 150 мл /ZR-020F/	Butilka D/korml MINITREE Plast S Ruchkami I Igrushkami 3M+ 150 ml /ZR-020F/	unresolved_abbreviation
4268	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ И ИГРУШКАМИ 3М+ 150МЛ /ZR-641/	Бутылочка Д/кормл MINITREE Пласт С Ручками И Игрушками 3М+ 150 мл /ZR-641/	Butilka D/korml MINITREE Plast S Ruchkami I Igrushkami 3M+ 150 ml /ZR-641/	unresolved_abbreviation
4269	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ И ИГРУШКАМИ 6М+ 270МЛ /ZR-019F/	Бутылочка Д/кормл MINITREE Пласт С Ручками И Игрушками 6М+ 270 мл /ZR-019F/	Butilka D/korml MINITREE Plast S Ruchkami I Igrushkami 6M+ 270 ml /ZR-019F/	unresolved_abbreviation
4270	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С РУЧКАМИ И ИГРУШКАМИ 6М+ 270МЛ /ZR-640/	Бутылочка Д/кормл MINITREE Пласт С Ручками И Игрушками 6М+ 270 мл /ZR-640/	Butilka D/korml MINITREE Plast S Ruchkami I Igrushkami 6M+ 270 ml /ZR-640/	unresolved_abbreviation
4271	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С ТРУБОЧКОЙ 6М+ 350МЛ /ZR-503/	Бутылочка Д/кормл MINITREE Пласт С Трубочкой 6М+ 350 мл /ZR-503/	Butilka D/korml MINITREE Plast S Trubochkoy 6M+ 350 ml /ZR-503/	unresolved_abbreviation
4272	БУТЫЛОЧКА Д/КОРМЛ MINITREE ПЛАСТ С ТРУБОЧКОЙ 9М+ 240МЛ /ZR-514/	Бутылочка Д/кормл MINITREE Пласт С Трубочкой 9М+ 240 мл /ZR-514/	Butilka D/korml MINITREE Plast S Trubochkoy 9M+ 240 ml /ZR-514/	unresolved_abbreviation
4273	БУТЫЛОЧКА Д/КОРМЛ MINITREE С РУЧКАМИ 260МЛ	Бутылочка Д/кормл MINITREE С Ручками 260 мл	Butilka D/korml MINITREE S Ruchkami 260 ml	unresolved_abbreviation
4274	БУТЫЛОЧКА Д/КОРМЛ MUMLOVE ПЛАСТ С ТРУБОЧКОЙ 12М+ 260МЛ /MA6220/	Бутылочка Д/кормл MUMLOVE Пласт С Трубочкой 12М+ 260 мл /MA6220/	Butilka D/korml MUMLOVE Plast S Trubochkoy 12M+ 260 ml /MA6220/	unresolved_abbreviation
4275	БУТЫЛОЧКА Д/КОРМЛ MUMLOVE ПЛАСТ С ТРУБОЧКОЙ 12М+ 350МЛ /C6214/	Бутылочка Д/кормл MUMLOVE Пласт С Трубочкой 12М+ 350 мл /C6214/	Butilka D/korml MUMLOVE Plast S Trubochkoy 12M+ 350 ml /C6214/	unresolved_abbreviation
4276	БУТЫЛОЧКА Д/КОРМЛ MUMLOVE ПЛАСТ С ТРУБОЧКОЙ 6М+ 260МЛ /C9204/	Бутылочка Д/кормл MUMLOVE Пласт С Трубочкой 6М+ 260 мл /C9204/	Butilka D/korml MUMLOVE Plast S Trubochkoy 6M+ 260 ml /C9204/	unresolved_abbreviation
4277	БУТЫЛОЧКА Д/КОРМЛ ONLY BABY ПЛАСТ С РУЧКАМИ 0М+ 240МЛ /BL-2/	Бутылочка Д/кормл ONLY BABY Пласт С Ручками 0М+ 240 мл /BL-2/	Butilka D/korml ONLY BABY Plast S Ruchkami 0M+ 240 ml /BL-2/	unresolved_abbreviation
4278	БУТЫЛОЧКА Д/КОРМЛ ONLY BABY ПЛАСТ С РУЧКАМИ 0М+ 240МЛ /LG-5/	Бутылочка Д/кормл ONLY BABY Пласт С Ручками 0М+ 240 мл /LG-5/	Butilka D/korml ONLY BABY Plast S Ruchkami 0M+ 240 ml /LG-5/	unresolved_abbreviation
4279	БУТЫЛОЧКА Д/КОРМЛ SMARTBABY 60МЛ	Бутылочка Д/кормл SMARTBABY 60 мл	Butilka D/korml SMARTBABY 60 ml	unresolved_abbreviation
4280	БУТЫЛОЧКА Д/КОРМЛ SMARTBABY 90МЛ (ДЛЯ КАША)	Бутылочка Д/кормл SMARTBABY 90 мл (ДЛЯ Каша)	Butilka D/korml SMARTBABY 90 ml (Dlya Kasha)	unresolved_abbreviation
4281	БУТЫЛОЧКА Д/КОРМЛ TEDDY 60МЛ	Бутылочка Д/кормл TEDDY 60 мл	Butilka D/korml TEDDY 60 ml	unresolved_abbreviation
4282	БУТЫЛОЧКА Д/КОРМЛ ПЛАСТ С ТРУБОЧКОЙ КУРОЧКА 12М+ 500МЛ /MB116/	Бутылочка Д/кормл Пласт С Трубочкой Курочка 12М+ 500 мл /MB116/	Butilka D/korml Plast S Trubochkoy Kurochka 12M+ 500 ml /MB116/	unresolved_abbreviation
4283	БУТЫЛОЧКА Д/КОРМЛ С РУЧКАМИ FISH 150МЛ (A-442)	Бутылочка Д/кормл С Ручками FISH 150 мл (A-442)	Butilka D/korml S Ruchkami FISH 150 ml (A-442)	unresolved_abbreviation
4284	БУТЫЛОЧКА Д/КОРМЛ С РУЧКАМИ FISH 280МЛ (A-443)	Бутылочка Д/кормл С Ручками FISH 280 мл (A-443)	Butilka D/korml S Ruchkami FISH 280 ml (A-443)	unresolved_abbreviation
4285	БУТЫЛОЧКА Д/КОРМЛ С РУЧКАМИ JIQQI 150МЛ (JA128)	Бутылочка Д/кормл С Ручками JIQQI 150 мл (JA128)	Butilka D/korml S Ruchkami JIQQI 150 ml (JA128)	unresolved_abbreviation
4286	БУТЫЛОЧКА Д/КОРМЛ С РУЧКАМИ JIQQI 250МЛ (JA127)	Бутылочка Д/кормл С Ручками JIQQI 250 мл (JA127)	Butilka D/korml S Ruchkami JIQQI 250 ml (JA127)	unresolved_abbreviation
4287	БУТЫЛОЧКА Д/КОРМЛ С РУЧКОЙ CHP 0М+ 125МЛ	Бутылочка Д/кормл С Ручкой CHP 0М+ 125 мл	Butilka D/korml S Ruchkoy CHP 0M+ 125 ml	unresolved_abbreviation
4288	БУТЫЛОЧКА Д/КОРМЛ СТЕКЛ CHIOCO 0M+ 150МЛ (CHIO-001)	Бутылочка Д/кормл Стекл CHIOCO 0M+ 150 мл (CHIO-001)	Butilka D/korml Stekl CHIOCO 0M+ 150 ml (CHIO-001)	unresolved_abbreviation
4289	БУТЫЛОЧКА Д/КОРМЛ СТЕКЛ CHIOCO 0M+ 240МЛ (CHIO-002)	Бутылочка Д/кормл Стекл CHIOCO 0M+ 240 мл (CHIO-002)	Butilka D/korml Stekl CHIOCO 0M+ 240 ml (CHIO-002)	unresolved_abbreviation
4290	БУТЫЛОЧКА Д/КОРМЛ СТЕКЛ CHIOCO 4M+ 330МЛ (AA-6278)	Бутылочка Д/кормл Стекл CHIOCO 4M+ 330 мл (AA-6278)	Butilka D/korml Stekl CHIOCO 4M+ 330 ml (AA-6278)	unresolved_abbreviation
4294	БУТЫЛОЧКА ТЕРМОС Д/КОРМЛ С РУЧКАМИ	Бутылочка Термос Д/кормл С Ручками	Butilka Termos D/korml S Ruchkami	unresolved_abbreviation
4318	БЮБХЕН ГЕЛЬ Д/КУПАНИЯ 400МЛ	Бюбхен гель Д/купания 400 мл	Byubxen gel D/kupaniya 400 ml	unresolved_abbreviation
4319	БЮБХЕН КРЕМ Д/ЛИЦА И ТЕЛА "НЕЖНЫЙ" УВЛАЖНЯЮЩИЙ 20МЛ	Бюбхен крем для лица И Тела "Нежный" Увлажняющий 20 мл	Byubxen krem yuz uchun I Tela "Nejniy" Uvlajnyayushchiy 20 ml	unresolved_abbreviation
4320	БЮБХЕН КРЕМ Д/ЛИЦА И ТЕЛА "НЕЖНЫЙ" УВЛАЖНЯЮЩИЙ 75МЛ	Бюбхен крем для лица И Тела "Нежный" Увлажняющий 75 мл	Byubxen krem yuz uchun I Tela "Nejniy" Uvlajnyayushchiy 75 ml	unresolved_abbreviation
4321	БЮБХЕН КРЕМ Д/МЛАДЕНЦЕВ 150МЛ	Бюбхен крем Д/младенцев 150 мл	Byubxen krem D/mladentsev 150 ml	unresolved_abbreviation
4322	БЮБХЕН КРЕМ Д/МЛАДЕНЦЕВ 20МЛ	Бюбхен крем Д/младенцев 20 мл	Byubxen krem D/mladentsev 20 ml	unresolved_abbreviation
4324	БЮБХЕН КРЕМ П/ВЕТРЕ И НЕПОГОДЕ 75МЛ	Бюбхен крем П/ветре И Непогоде 75 мл	Byubxen krem P/vetre I Nepogode 75 ml	unresolved_abbreviation
4325	БЮБХЕН КРЕМ СПЕЦ/ЗАЩИТНЫЙ 75МЛ	Бюбхен крем Спец/защитный 75 мл	Byubxen krem Spets/zashchitniy 75 ml	unresolved_abbreviation
4333	БЮБХЕН МОЛОЧКО НЕЖНЫЙ УХОД Д/ЧУВСТ КОЖИ 50МЛ	Бюбхен Молочко Нежный Уход Д/чувст Кожи 50 мл	Byubxen Molochko Nejniy Uxod D/chuvst Koji 50 ml	unresolved_abbreviation
4337	БЮБХЕН СРЕДСТВО Д/КУПАНИЯ МЛАДЕНЦЕВ 200МЛ	Бюбхен Средство Д/купания Младенцев 200 мл	Byubxen Sredstvo D/kupaniya Mladentsev 200 ml	unresolved_abbreviation
4339	БЮБХЕН ШАМПУНЬ Д/ВОЛОС И ТЕЛА ЛАСКОВЫЙ И НЕЖНЫЙ 230МЛ	Бюбхен шампунь для волос И Тела Ласковый И Нежный 230 мл	Byubxen shampun soch uchun I Tela Laskoviy I Nejniy 230 ml	unresolved_abbreviation
4340	БЮБХЕН ШАМПУНЬ Д/ВОЛОС И ТЕЛА НЕЖНЫЙ 230МЛ	Бюбхен шампунь для волос И Тела Нежный 230 мл	Byubxen shampun soch uchun I Tela Nejniy 230 ml	unresolved_abbreviation
4341	БЮБХЕН ШАМПУНЬ Д/МЛАДЕН С АЛОЭ ВЕРА 200МЛ	Бюбхен шампунь Д/младен С Алоэ Вера 200 мл	Byubxen shampun D/mladen S Aloe Vera 200 ml	unresolved_abbreviation
4342	БЮБХЕН ШАМПУНЬ Д/МЛАДЕН С ЭКСТРАКТОМ РОМАШКИ 200МЛ	Бюбхен шампунь Д/младен С Экстрактом Ромашки 200 мл	Byubxen shampun D/mladen S Ekstraktom Romashki 200 ml	unresolved_abbreviation
4346	БЮБХЕН ШАМПУНЬ И ГЕЛЬ Д/ДУША БУДЬ ЗВЕЗДОЙ 230МЛ	Бюбхен шампунь И гель Д/душа Будь Звездой 230 мл	Byubxen shampun I gel D/dusha Bud Zvezdoy 230 ml	unresolved_abbreviation
4347	БЮБХЕН ШАМПУНЬ И ГЕЛЬ Д/ДУША РУМЯНОЕ ЯБЛОЧКО 230МЛ	Бюбхен шампунь И гель Д/душа Румяное Яблочко 230 мл	Byubxen shampun I gel D/dusha Rumyanoe Yablochko 230 ml	unresolved_abbreviation
4348	БЮБХЕН ШАМПУНЬ И ГЕЛЬ Д/ДУША СЛАДКАЯ МАЛИНА 230МЛ	Бюбхен шампунь И гель Д/душа Сладкая Малина 230 мл	Byubxen shampun I gel D/dusha Sladkaya Malina 230 ml	unresolved_abbreviation
4364	ВАГИЦИТ Р-Р Д/МЕСТ ПРИМ 1МЛ №2	Вагицит раствор Д/мест Прим 1 мл №2	Vagitsit eritma D/mest Prim 1 ml №2	unresolved_abbreviation
4365	ВАГОТИЛ Р-Р Д/МЕСТ ПРИМ 20МЛ	Ваготил раствор Д/мест Прим 20 мл	Vagotil eritma D/mest Prim 20 ml	unresolved_abbreviation
4461	ВАЛТАН ТАБ 80МГ №30**	Валтан таблетки 80 мг №30**	Valtan tabletka 80 mg №30**	source_marker
4500	ВАТА ГИГИЕН Н/С 100Г	Вата Гигиен Н/С 100 г	Paxta Gigien N/s 100 g	unresolved_abbreviation
4501	ВАТА ГИГИЕН Н/С 100Г	Вата Гигиен Н/С 100 г	Paxta Gigien N/s 100 g	unresolved_abbreviation
4502	ВАТА ГИГИЕН Н/С 100Г	Вата Гигиен Н/С 100 г	Paxta Gigien N/s 100 g	unresolved_abbreviation
4503	ВАТА ГИГИЕН Н/С 100Г	Вата Гигиен Н/С 100 г	Paxta Gigien N/s 100 g	unresolved_abbreviation
4504	ВАТА ГИГИЕН Н/С 100Г (ЗИГЗАГ)	Вата Гигиен Н/С 100 г (Зигзаг)	Paxta Gigien N/s 100 g (Zigzag)	unresolved_abbreviation
4505	ВАТА ГИГИЕН Н/С 100Г (РУЛОН)	Вата Гигиен Н/С 100 г (Рулон)	Paxta Gigien N/s 100 g (Rulon)	unresolved_abbreviation
4506	ВАТА ГИГИЕН Н/С 100Г WHITE GOLD	Вата Гигиен Н/С 100 г WHITE GOLD	Paxta Gigien N/s 100 g WHITE GOLD	unresolved_abbreviation
4507	ВАТА ГИГИЕН Н/С 250Г	Вата Гигиен Н/С 250 г	Paxta Gigien N/s 250 g	unresolved_abbreviation
4508	ВАТА ГИГИЕН Н/С 250Г	Вата Гигиен Н/С 250 г	Paxta Gigien N/s 250 g	unresolved_abbreviation
4509	ВАТА ГИГИЕН Н/С 250Г WHITE GOLD	Вата Гигиен Н/С 250 г WHITE GOLD	Paxta Gigien N/s 250 g WHITE GOLD	unresolved_abbreviation
4510	ВАТА ГИГИЕН Н/С 25Г	Вата Гигиен Н/С 25 г	Paxta Gigien N/s 25 g	unresolved_abbreviation
4511	ВАТА ГИГИЕН Н/С 25Г	Вата Гигиен Н/С 25 г	Paxta Gigien N/s 25 g	unresolved_abbreviation
4512	ВАТА ГИГИЕН Н/С 25Г	Вата Гигиен Н/С 25 г	Paxta Gigien N/s 25 g	unresolved_abbreviation
